id,title,facility,date,day,link,fee,isFree,price,category,location,lat,lng,tip
16,[경기/소극장] 부천시민소극장 - 구석구석 어쿠스틱 포크 라이브 콘서트,부천시민소극장,2026-07-23 19:00 ~ 20:30,23,https://www.bcf.or.kr,무료 (선착순 비접촉 자유입장),True,0,공연,경기도 부천시 원미구 부천로 136 부천시민소극장,37.4876,126.7824,서정적인 포크 뮤지션들의 기타 튕기는 기밀 사운드가 펼쳐집니다. 퇴근 후 지친 정신을 단돈 0원으로 치유하고 침투 작전을 완수하십시오.
17,[인천/소극장] 인천 문학시어터 - 판타지 동화 수제 신비 인형극,인천 문학시어터 (소극장),2026-07-27 11:00 ~ 12:30,27,https://cafe.daum.net/munhaktheater,"티켓가 5,000원",False,5000,공연,인천광역시 미추홀구 매소홀로 618 문학경기장 야구장 지하 1층,37.4335,126.6974,경기장 구석 지하 동굴 같은 극장에서 아이들과 함께 수제 인형들의 오밀조밀한 모험을 단돈 오천 원 지폐 한 장으로 만끽하는 코스입니다.
18,[서울/체험] [동네방네 모두의학교] 모두의학교 예술시장,모두의학교 운동장 및 실내,2026-08-02 14:00 ~ 18:00,2,https://e-school.seoul.go.kr,무료,True,0,체험,서울특별시 금천구 모두의학교 운동장 및 실내,37.47820,126.90700,독창적인 핸드메이드 소품과 예술 작품들이 은밀히 교환되는 금천구의 비밀 마켓입니다. 남들보다 한 발 앞서 특이한 기념품을 가로채십시오.
19,[서울/체험] 한강 수상 레저체험 및 안전교육,한강 수상레저 전용체험장,2026-08-01 10:00 ~ 17:00,1,https://yeyak.seoul.go.kr,무료 (일부 유료),True,0,체험,서울특별시 마포구 한강 수상레저 전용체험장,37.55234,126.89990,시원한 강바람 속에서 카약이나 패들보드를 완전히 공짜로 훔쳐 탈 수 있는 여름철 특별 작전 구역입니다. 여벌의 옷을 몰래 챙겨 오십시오.
20,[서울/공연] 클래식 기타 콰르텟 공연 - 루시어콘서트,파르티클홀,2026-08-01 19:30 ~ 21:00,1,http://www.guitar.or.kr,무료,True,0,공연,서울특별시 서초구 파르티클홀,37.48900,127.01720,네 명의 거장이 펼치는 잔잔한 나일론 현의 울림을 방배동 파르티클홀에서 소리 없이 흡수하십시오. 밤바람의 감동이 배가될 것입니다.
21,[서울/체험] 서울로봇아카데미 로봇 코딩 교실,서울로봇아카데미 강당,2026-07-28 10:00 ~ 12:00,28,https://yeyak.seoul.go.kr,무료,True,0,체험,서울특별시 강북구 서울로봇아카데미 강당,37.65558,127.04950,강북에서 자녀들의 두뇌에 로봇 침투 코드를 은밀히 이식해 주는 원데이 강습입니다. 코딩 교육비를 공짜로 아껴가는 알짜 타겟입니다.
22,[서울/공연] 광진문화 나루아트센터 취학아동 클래식 콘서트,나루아트센터 소공연장,2026-07-26 15:00 ~ 16:30,26,https://www.naruart.or.kr,"전석 1,000원",False,1000,공연,서울특별시 광진구 나루아트센터 소공연장,37.53757,127.07060,"광진구에서 단돈 1,000원의 교란 비용만 내면 아이에게 명품 라이브 바이올린 선율을 귓속말처럼 전수해 주는 고효율 해킹 루트입니다."
23,[서울/강연] 문예부흥 인문학 특강 (조선 시대의 예술),이호철국제은평문학관 강당,2026-07-26 14:00 ~ 16:00,26,https://yeyak.seoul.go.kr,"참가비 5,000원",False,5000,강연,서울특별시 은평구 이호철국제은평문학관 강당,37.61400,126.92650,이호철문학관의 조용한 대담실에서 조선 시대 선비들의 기밀 화풍을 독점 수용하세요. 참가비 오천 원이 전혀 아깝지 않은 심야 침투 코스입니다.
24,[서울/영화] 한여름 밤의 박물관 역사 영화 상영회,서울역사박물관 야주개홀,2026-07-26 14:00 ~ 16:00,26,https://museum.seoul.go.kr,무료,True,0,영화,서울특별시 종로구 서울역사박물관 야주개홀,37.57051,126.97050,박물관 내부 대강당 시원한 에어컨 그늘 아래에서 펼쳐지는 명작 영화 기밀 상영회입니다. 팝콘 봉지 부스럭거리는 소리는 일급 경보를 울리니 자제하십시오.
25,[서울/체험] 1인 가구 소셜 다이닝 요리 교실,영등포구 청년센터,2026-07-23 19:00 ~ 21:00,23,https://yeyak.seoul.go.kr,무료,True,0,체험,서울특별시 영등포구 영등포구 청년센터,37.51885,126.89410,영등포 청년센터 전용 키친에서 명사 셰프의 수제 레시피를 무료로 훔쳐 배우는 작전입니다. 식재료비 0원으로 고퀄 한 끼를 완성해 내십시오.
26,[서울/공연] 용산 까망돌이 들려주는 동작 문화유산 음악회 (국악 & 재즈),용산역사박물관 야외마당,2026-07-19 18:00 ~ 19:30,19,https://www.dongjak.go.kr,무료,True,0,공연,서울특별시 용산구 용산역사박물관 야외마당,37.50512,126.96060,용산의 유서 깊은 박물관 뜨락에서 국악과 재즈의 퓨전 음파를 소리 없이 습격하십시오. 주말 오후의 힐링 작전으로 최적입니다.
27,[서울/공연] 용산역사박물관 한여름의 클래식 버스킹 콘서트,용산역사박물관 로비홀,2026-07-19 15:00 ~ 16:00,19,https://museum.yongsan.go.kr,무료,True,0,공연,서울특별시 용산구 용산역사박물관 로비홀,37.52567,126.96580,용산역사박물관 로비 한복판에서 울려 퍼지는 명품 클래식 라이브 현악 삼중주입니다. 퇴근길 가볍게 지나치며 사운드를 강탈하세요.
28,[서울/공연] 2026 까망돌 버스킹 페스티벌 <여름밤의 울림>,까망돌도서관 옥상정원,2026-07-19 14:00 ~ 15:00,19,https://www.dongjak.go.kr,무료,True,0,공연,서울특별시 동작구 까망돌도서관 옥상정원,37.50512,126.96060,도서관 야외 테라스 옥상정원에서 살포시 열리는 버스킹 축제입니다. 가벼운 수분 섭취용 텀블러를 들고 조용히 침투하십시오.
29,"[서울/공연] 동작 창작 가무극 <노량, 한여름 밤의 영웅들>",번동어울림마당 아트홀,2026-07-19 16:00 ~ 17:30,19,https://www.dongjak.go.kr,무료,True,0,공연,서울특별시 동작구 번동어울림마당 아트홀,37.51053,126.95690,역사 속 이순신 장군의 한여름 밤 비장한 사투를 가무극으로 복각한 현장입니다. 뜨거운 전율을 단돈 0원의 티켓가로 획득하세요.
30,[서울/전시] 한양도성박물관 특별기획전 <조선의 도성 수비>,한양도성박물관 기획전시실,2026-07-18 09:00 ~ 18:00,18,https://museum.seoul.go.kr/scwm/main,무료,True,0,전시,서울특별시 종로구 한양도성박물관 기획전시실,37.57051,126.97050,한양도성박물관 한구석에서 옛 도성 수비대들의 전술 가이드를 밀착 관찰하십시오. 은밀한 성곽길 답사와 결합하면 최고의 원정 작전이 됩니다.
31,[서울/전시] 연남동 예술 창작 아뜰리에 여름 신진작가 교류전,연남스페이스,2026-07-18 11:00 ~ 19:00,18,https://www.sfac.or.kr,무료,True,0,전시,서울특별시 마포구 연남스페이스,37.56216,126.92090,연남동 골목 구석 아기자기한 갤러리에서 젊은 천재 아티스트들의 시각 영감을 갈취하십시오. 미술 관람 세련미를 꽁짜로 주워 담는 기회입니다.
32,[서울/전시] 서대문 청년 작가 연합 초대전 <공간의 재해석>,예술공간 서대문,2026-07-17 13:00 ~ 19:00,17,https://www.sdm.go.kr,무료,True,0,전시,서울특별시 서대문구 예술공간 서대문,37.57646,126.93090,예술공간 서대문 빌딩에서 펼쳐지는 기밀 입체 설치 미술전입니다. 연희동 가벼운 식사 동선 중간에 슬쩍 침투하기 매우 훌륭합니다.
33,[서울/체험] 서울대 벤처타운 창업 청년 페스티벌 및 버스킹,서울대 벤처밸리 광장,2026-07-17 12:00 ~ 21:00,17,https://www.gwanak.go.kr,무료,True,0,체험,서울특별시 관악구 서울대 벤처밸리 광장,37.46755,126.94500,대학동 벤처 광장에서 넘실대는 열정적인 아이디어와 록 밴드 버스킹입니다. 푸드트럭 소수 요리들을 만 원 안쪽으로 가로채며 문화를 호사하십시오.
34,[서울/강연] 문예부흥 - 여름방학 특강 <한국 근현대 문학의 밤>,이호철국제은평문학관 강당,2026-07-16 14:00 ~ 16:00,16,https://yeyak.seoul.go.kr,"참가비 5,000원",False,5000,강연,서울특별시 은평구 이호철국제은평문학관 강당,37.61400,126.92650,여름방학 특집으로 은평구에서 진행되는 문학 스릴러 강좌입니다. 한국 근대 대문호들의 숨겨진 로맨스와 기밀 집필 스토리를 도청하십시오.
35,[서울/전시] 갤러리 비뮨 신진작가 현대 미술전,갤러리비뮨,2026-07-16 11:00 ~ 18:00,16,https://www.sfac.or.kr,무료 (선착순 예약),True,0,전시,서울특별시 종로구 갤러리비뮨,37.58256,126.98070,종로의 고즈넉한 한옥 갤러리 비뮨에서 진행되는 고수들의 현대 추상 미술전입니다. 정밀 선착순 접수로 조용히 침투해 도슨트를 음미하세요.
36,[서울/체험] 성북 한옥 예술 공방 원데이 가죽 공예,성북문화재단 예술교실,2026-07-16 14:00 ~ 16:00,16,https://www.sb.go.kr,무료,True,0,체험,서울특별시 성북구 성북문화재단 예술교실,37.61024,127.04980,성북동 전통 한옥 사랑방 대청마루에서 한 땀 한 땀 나만의 극비 가죽 소품을 가공해 가는 공예 작전입니다. 참가비 무료의 보석 같은 기밀입니다.
37,[서울/전시] DDP 한여름 야외 조각 야간 전시회 <빛의 조각들>,DDP 야외어울림광장,2026-07-16 18:00 ~ 22:00,16,https://www.ddp.or.kr,무료,True,0,전시,서울특별시 중구 DDP 야외어울림광장,37.56736,127.00980,"DDP 드넓은 은빛 광장에 밤이 찾아오면, 수려한 조각품들 위로 영롱한 미디어 파사드 불빛이 주입됩니다. 심야 밀회 데이트 침투에 이상적입니다."
38,[서울/공연] [마포문화재단] 제11회 M 클래식 축제 [뮤라벨 콘서트],마포아트센터 플레이맥,2026-10-28 ~ 2026-10-28 ((수) 19:30),28,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158566&menuNo=200008,"전석 20,000원",True,0,공연,서울특별시 마포구 마포아트센터 플레이맥,37.5499,126.9455,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
39,[서울/공연] [꿈의숲아트센터] 꿈의숲 마티네 콘서트 [벨에포크 아트&뮤직] 시리즈3,북서울꿈의숲 상상톡톡미술관,2026-10-28 ~ 2026-10-28 (수요일 11:00),28,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158447&menuNo=200008,"전석 15,000원",True,0,공연,서울특별시 강북구 북서울꿈의숲 상상톡톡미술관,37.6203,127.0443,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
40,[서울/공연] [마포문화재단] 제11회 M 클래식 축제 [전수진의 피아니즘],마포아트센터 플레이맥,2026-10-27 ~ 2026-10-27 ((화) 19:30),27,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158565&menuNo=200008,"전석 20,000원",True,0,공연,서울특별시 마포구 마포아트센터 플레이맥,37.5499,126.9455,마포아트센터 플레이맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
41,[서울/공연] [마포문화재단] 제11회 M 클래식 축제 [김도현x이수빈 듀오 리사이틀],마포아트센터 아트홀맥,2026-10-22 ~ 2026-10-22 ((목) 19:30),22,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158564&menuNo=200008,"R석 30,000원, S석 20,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
42,[서울/공연] [마포문화재단] 2026 [인디스커버리 : FESTA] TRACK 02,마포아트센터 아트홀맥,2026-10-17 ~ 2026-10-17 ((토) 17:00),17,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158484&menuNo=200008," R석 66,000원, S석 55,000원, 시야방해석 33,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
43,[서울/공연] [마포문화재단] 2026 [인디스커버리 : FESTA] TRACK 01,마포아트센터 아트홀맥,2026-10-16 ~ 2026-10-16 (19:30),16,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158483&menuNo=200008," R석 66,000원, S석 55,000원, 시야방해석 33,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
44,[서울/공연] [영등포문화재단] 마티네콘서트 With 금난새 #3.베버, 영등포아트홀,2026-10-15 ~ 2026-10-15 (11:00),15,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157909&menuNo=200008," 전석 15,000원",True,0,공연,서울특별시 영등포구  영등포아트홀,37.5260,126.9001,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
45,[서울/공연] [마포문화재단] 제11회 M 클래식 축제 [하나의 울림],마포아트센터 아트홀맥,2026-10-14 ~ 2026-10-14 ((수) 19:30),14,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158563&menuNo=200008,"R석 30,000원, S석 20,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
46,"[서울/공연] [관악문화재단] 상주단체시리즈 2 : 청춘,18대1",관악아트홀 공연장,"2026-09-18 ~ 2026-09-19 (9.18.(금) 19:30 / 9.19.(토) 14:30, 18:30)",18,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158631&menuNo=200008,"10,000원",True,0,공연,서울특별시 관악구 관악아트홀 공연장,37.4676,126.9450,관악아트홀 공연장 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
47,[서울/공연] [마포문화재단] 제11회 M 클래식 축제 [소프라노 황수미 리사이틀],마포아트센터 아트홀맥,2026-09-17 ~ 2026-09-17 ((목) 19:30),17,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158562&menuNo=200008," R석 30,000원, S석 20,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
48,[서울/공연] [마포문화재단] 2026 M 아티스트 선율 피아노 리사이틀 Ⅱ,마포아트센터 아트홀맥,2026-09-16 ~ 2026-09-16 (19:30),16,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157857&menuNo=200008," R석 30,000원, S석 20,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
49,[서울/공연] [구로문화재단] 2026 이달의 공연 [사운드트립]_9월 홍진호 with 김준서&차환희,구로아트밸리 예술극장,2026-09-15 ~ 2026-09-15 (11:00),15,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158523&menuNo=200008,"전석 20,000원",True,0,공연,서울특별시 구로구 구로아트밸리 예술극장,37.4966,126.8903,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
50,"[서울/강연] [서울문화예술교육센터 서초] 음악의 집 [9월, 음악가의 사적인 플레이리스트] 음악으로 듣는 풍경",서울문화예술교육센터 서초 1층 더라운지,2026-09-12 ~ 2026-09-12 (14:00 ~ 15:10),12,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158502&menuNo=200011,무료,True,0,강연,서울특별시 서초구 서울문화예술교육센터 서초 1층 더라운지,37.5047,126.9983,서울문화예술교육센터 서초 1층 더라운지 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
51,[서울/공연] [마포문화재단] 제11회 M 클래식 축제 [발렌티나 이고시나 피아노 리사이틀],마포아트센터 아트홀맥,2026-09-11 ~ 2026-09-11 ((금) 19:30),11,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158561&menuNo=200008," R석 30,000원, S석 20,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
52,[서울/공연] [마포문화재단] 제11회 M 클래식 축제 [백건우 피아노 리사이틀],마포아트센터 아트홀맥,2026-09-10 ~ 2026-09-10 ((목) 19:30),10,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158560&menuNo=200008," R석 80,000원, S석 60,000원",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,마포아트센터 아트홀맥 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
53,[서울/공연] 2026 Be My OBJECT [나만의 소품&오브제 마켓],서울 aT센터 1층,2026-09-04 ~ 2026-09-06 (10:00 ~ 18:00 (입장마감은 17:30)),4,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158601&menuNo=200009,"정가 10,000원(홈페이지 참고)",True,0,공연,서울특별시 서초구 서울 aT센터 1층,37.4683,127.0391,서울 aT센터 1층 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
54,[서울/공연] 2026년 수림뉴웨이브: 엇,수림문화재단 김희수SPACE1,2026-08-27 ~ 2026-11-05 (매주 목요일 19:30),27,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158634&menuNo=200008,"전석30,000원(예술인/재관람 50% 할인)",True,0,공연,서울특별시 동대문구 수림문화재단 김희수SPACE1,37.5907,127.0428,수림문화재단 김희수SPACE1 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
55,[서울/공연] [서초문화재단] 모차르트 피아노 협주곡 전곡 시리즈 IX,심산기념문화센터 2층 반포심산아트홀,2026-08-27 ~ 2026-08-27 (목요일 19:30),27,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158371&menuNo=200008,R석 2만원 S석 1만5천원,True,0,공연,서울특별시 서초구 심산기념문화센터 2층 반포심산아트홀,37.4988,126.9912,심산기념문화센터 2층 반포심산아트홀 현장의 감시카메라 사각지대에 차분히 포지셔닝하여 작전을 개시하십시오. 사냥꾼 다운 날렵한 회피 및 복귀 요령을 숙지하세요.
56,[서울/공연] [마포문화재단] M 마티네 [2026 MAC 모닝 콘서트 ＃6],마포아트센터 아트홀맥,2026-08-26 ~ 2026-08-26 (11:00),26,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157856&menuNo=200008,"전석 20,000원 [패키지권 구매 시 20% 할인]",True,0,공연,서울특별시 마포구 마포아트센터 아트홀맥,37.5499,126.9455,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
57,[서울/공연] [서울시평생교육진흥원] 서울시민대학 모두의학교 캠퍼스 8월 모두공연장 페이퍼아트 뮤지컬 [종이아빠],모두의학교 캠퍼스 1층 시민홀,2026-08-22 ~ 2026-08-22 (토 14:00~15:30),22,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158392&menuNo=200008,무료,True,0,공연,서울특별시 금천구 모두의학교 캠퍼스 1층 시민홀,37.4782,126.9070,명품 클래식/인디 음파를 도청 장치 없이 고막에 직접 완벽 저장하십시오. 귀가 호강하는 최고의 공짜 문화 침투 루트입니다.
